product_id,title,category,brand,price,avg_rating,num_reviews,description,sales_rank
B000000024,Product Title 24,Sports,Brand_13,28.8,2.7,44,This is a great product in category Movies,87303
B000000025,Product Title 25,Books,Nike,48.65,3.3,43,This is a great product in category Movies,10790
B000000026,Product Title 26,Home,Brand_5,211.55,3.5,48,This is a great product in category Electronics,3757
B000000027,Product Title 27,Electronics,Amazon,12.6,3.6,50,This is a great product in category Movies,85020
B000000028,Product Title 28,Movies,Brand_16,257.78,4.9,63,This is a great product in category Movies,32699
B000000029,Product Title 29,Sports,Samsung,210.14,1.7,54,This is a great product in category Music,99346
B000000030,Product Title 30,Home,Brand_8,231.81,3.5,56,This is a great product in category Books,68598
B000000031,Product Title 31,Books,Brand_14,251.77,1.8,41,This is a great product in category Electronics,74761
B000000032,Product Title 32,Books,Nike,42.07,1.8,49,This is a great product in category Music,99179
B000000033,Product Title 33,Clothing,Brand_17,247.79,3.7,59,This is a great product in category Music,4136
B000000034,Product Title 34,Clothing,Brand_15,154.35,4.7,55,This is a great product in category Music,37477
B000000035,Product Title 35,Music,Brand_17,266.33,1.6,51,This is a great product in category Clothing,23646
B000000036,Product Title 36,Electronics,Brand_8,266.65,4.8,54,This is a great product in category Music,48111
B000000037,Product Title 37,Home,Brand_18,13.1,2.3,51,This is a great product in category Movies,90170
B000000038,Product Title 38,Home,Brand_11,118.55,2.6,45,This is a great product in category Sports,43970
B000000039,Product Title 39,Music,Amazon,160.75,1.6,56,This is a great product in category Electronics,87749
B000000040,Product Title 40,Movies,Sony,205.43,3.5,47,This is a great product in category Movies,6762
B000000041,Product Title 41,Movies,Brand_11,90.13,3.4,46,This is a great product in category Books,3611
B000000042,Product Title 42,Music,Brand_14,80.12,2.8,55,This is a great product in category Electronics,34861
B000000043,Product Title 43,Movies,Brand_16,118.08,2.9,61,This is a great product in category Sports,99278
B000000044,Product Title 44,Clothing,Brand_3,153.27,3.5,52,This is a great product in category Movies,35231
B000000045,Product Title 45,Home,Brand_5,285.63,3.3,54,This is a great product in category Sports,59428
B000000046,Product Title 46,Music,Brand_12,230.05,2.5,56,This is a great product in category Music,95143
B000000047,Product Title 47,Home,Sony,132.21,4.5,63,This is a great product in category Books,5426
B000000048,Product Title 48,Books,Brand_13,21.97,3.7,41,This is a great product in category Electronics,63326
B000000049,Product Title 49,Clothing,Nike,55.54,1.8,47,This is a great product in category Electronics,14374
B000000050,Product Title 50,Sports,Nike,140.03,2.3,67,This is a great product in category Home,84207
B000000051,Product Title 51,Clothing,Nike,245.25,4.2,59,This is a great product in category Books,76683
B000000052,Product Title 52,Music,Nike,117.91,1.4,54,This is a great product in category Music,59217
B000000053,Product Title 53,Sports,Brand_12,164.31,4.0,40,This is a great product in category Electronics,30282
B000000054,Product Title 54,Books,Brand_13,268.18,2.4,39,This is a great product in category Clothing,16051
B000000055,Product Title 55,Music,Brand_10,274.65,3.2,43,This is a great product in category Home,99787
B000000056,Product Title 56,Electronics,Brand_10,69.43,2.1,57,This is a great product in category Books,2215
B000000057,Product Title 57,Home,Brand_8,18.81,4.9,62,This is a great product in category Sports,3835
B000000058,Product Title 58,Books,Brand_1,95.78,4.6,55,This is a great product in category Books,77660
B000000059,Product Title 59,Home,Brand_10,210.56,4.7,44,This is a great product in category Clothing,86748
B000000060,Product Title 60,Movies,Brand_14,285.62,1.7,49,This is a great product in category Clothing,1687
B000000061,Product Title 61,Electronics,Apple,28.64,4.4,57,This is a great product in category Sports,40302
B000000062,Product Title 62,Electronics,Brand_13,14.36,3.1,51,This is a great product in category Sports,6465
B000000063,Product Title 63,Books,Nike,265.93,3.8,49,This is a great product in category Sports,15665
B000000064,Product Title 64,Electronics,Brand_4,225.94,1.9,50,This is a great product in category Music,9149
B000000065,Product Title 65,Sports,Google,297.71,3.8,50,This is a great product in category Home,33974
B000000066,Product Title 66,Electronics,Brand_7,122.65,4.7,44,This is a great product in category Music,42637
B000000067,Product Title 67,Home,Google,128.31,2.1,42,This is a great product in category Clothing,66504
B000000068,Product Title 68,Home,Brand_14,56.65,1.9,52,This is a great product in category Sports,87123
B000000069,Product Title 69,Music,Brand_18,40.05,1.4,44,This is a great product in category Clothing,4760
B000000070,Product Title 70,Home,Brand_13,176.13,2.1,56,This is a great product in category Home,2152
B000000071,Product Title 71,Music,Brand_9,113.09,3.1,59,This is a great product in category Movies,91771
B000000072,Product Title 72,Home,Brand_8,29.6,4.3,51,This is a great product in category Music,28325
B000000073,Product Title 73,Sports,Brand_11,266.76,2.1,53,This is a great product in category Home,12570
B000000074,Product Title 74,Music,Brand_1,64.31,3.5,54,This is a great product in category Music,42922
B000000075,Product Title 75,Clothing,Brand_6,226.07,2.9,56,This is a great product in category Movies,81883
B000000076,Product Title 76,Movies,Brand_9,88.97,2.2,47,This is a great product in category Clothing,88544
B000000077,Product Title 77,Books,Sony,244.98,3.0,64,This is a great product in category Sports,24323
B000000078,Product Title 78,Home,Apple,40.8,1.7,50,This is a great product in category Movies,96873
B000000079,Product Title 79,Electronics,Brand_12,228.28,3.6,63,This is a great product in category Books,35261
B000000080,Product Title 80,Home,Brand_8,34.84,1.5,39,This is a great product in category Electronics,40265
B000000081,Product Title 81,Electronics,Brand_6,137.38,3.9,48,This is a great product in category Clothing,40513
B000000082,Product Title 82,Movies,Brand_6,221.79,1.7,51,This is a great product in category Movies,91790
B000000083,Product Title 83,Movies,Brand_19,56.92,5.0,39,This is a great product in category Home,33216
B000000084,Product Title 84,Movies,Amazon,89.98,4.3,62,This is a great product in category Music,6432
B000000085,Product Title 85,Electronics,Samsung,260.23,2.4,46,This is a great product in category Music,52932
B000000086,Product Title 86,Home,Brand_18,266.22,2.7,50,This is a great product in category Sports,87228
B000000087,Product Title 87,Movies,Google,19.2,2.0,52,This is a great product in category Movies,98917
B000000088,Product Title 88,Sports,Brand_18,55.41,4.1,55,This is a great product in category Electronics,55701
B000000089,Product Title 89,Music,Brand_7,40.53,2.5,45,This is a great product in category Clothing,72042
B000000090,Product Title 90,Electronics,Brand_11,58.82,4.0,40,This is a great product in category Books,11419
B000000091,Product Title 91,Electronics,Brand_12,291.23,1.1,57,This is a great product in category Books,51845
B000000092,Product Title 92,Home,Apple,168.18,1.5,44,This is a great product in category Home,98262
B000000093,Product Title 93,Electronics,Brand_11,143.62,2.5,57,This is a great product in category Home,41684
B000000094,Product Title 94,Electronics,Brand_1,295.42,1.4,46,This is a great product in category Home,27756
B000000095,Product Title 95,Movies,Brand_11,169.74,3.4,39,This is a great product in category Clothing,22530
B000000096,Product Title 96,Home,Brand_19,200.36,1.2,51,This is a great product in category Books,97323
B000000097,Product Title 97,Movies,Sony,103.82,4.4,38,This is a great product in category Books,13441
B000000098,Product Title 98,Music,Brand_10,118.33,4.0,42,This is a great product in category Home,28607
B000000099,Product Title 99,Music,Brand_8,180.75,1.9,50,This is a great product in category Home,43184
B000000100,Product Title 100,Movies,Nike,26.51,2.9,81,This is a great product in category Music,42777
B000000101,Product Title 101,Music,Brand_4,81.22,2.8,46,This is a great product in category Sports,12378
B000000102,Product Title 102,Home,Google,63.85,3.9,49,This is a great product in category Music,75641
B000000103,Product Title 103,Books,Brand_6,10.66,2.6,52,This is a great product in category Books,91971
B000000104,Product Title 104,Movies,Brand_15,163.84,1.1,48,This is a great product in category Home,37983
B000000105,Product Title 105,Sports,Brand_4,170.94,2.1,51,This is a great product in category Music,18011
B000000106,Product Title 106,Sports,Samsung,118.87,2.9,41,This is a great product in category Home,13231
B000000107,Product Title 107,Electronics,Sony,85.0,4.9,48,This is a great product in category Home,93665
B000000108,Product Title 108,Music,Brand_9,197.7,4.5,44,This is a great product in category Movies,39992
B000000109,Product Title 109,Sports,Brand_18,45.58,1.7,56,This is a great product in category Sports,3472
B000000110,Product Title 110,Electronics,Brand_2,158.46,3.9,49,This is a great product in category Books,30639
B000000111,Product Title 111,Books,Brand_2,231.8,4.7,71,This is a great product in category Books,78566
B000000112,Product Title 112,Home,Brand_3,54.29,1.0,53,This is a great product in category Books,7258
B000000113,Product Title 113,Home,Brand_9,227.45,3.9,51,This is a great product in category Sports,18486
B000000114,Product Title 114,Home,Sony,229.66,2.8,37,This is a great product in category Clothing,72443
B000000115,Product Title 115,Sports,Brand_5,23.61,3.7,49,This is a great product in category Sports,54831
B000000116,Product Title 116,Books,Brand_2,11.51,3.4,45,This is a great product in category Music,10898
B000000117,Product Title 117,Sports,Brand_1,292.33,4.9,52,This is a great product in category Movies,7214
B000000118,Product Title 118,Music,Brand_9,62.84,2.2,42,This is a great product in category Electronics,59510
B000000119,Product Title 119,Sports,Amazon,247.7,4.1,51,This is a great product in category Music,4313
B000000120,Product Title 120,Books,Nike,171.17,1.9,58,This is a great product in category Movies,55930
B000000121,Product Title 121,Books,Nike,83.74,2.7,40,This is a great product in category Music,99482
B000000122,Product Title 122,Music,Brand_10,44.2,4.9,54,This is a great product in category Sports,89600
B000000123,Product Title 123,Books,Brand_1,152.01,4.1,45,This is a great product in category Music,44562
B000000124,Product Title 124,Books,Brand_17,125.75,2.3,52,This is a great product in category Electronics,76993
B000000125,Product Title 125,Home,Brand_10,211.46,3.5,53,This is a great product in category Music,90990
B000000126,Product Title 126,Music,Brand_6,271.82,1.2,53,This is a great product in category Movies,79751
B000000127,Product Title 127,Clothing,Brand_17,242.73,2.1,43,This is a great product in category Home,99486
B000000128,Product Title 128,Clothing,Brand_7,86.68,3.9,59,This is a great product in category Music,5729
B000000129,Product Title 129,Books,Microsoft,264.4,3.3,37,This is a great product in category Electronics,86809
B000000130,Product Title 130,Clothing,Brand_16,251.01,2.9,50,This is a great product in category Sports,24611
B000000131,Product Title 131,Clothing,Brand_2,279.16,3.8,49,This is a great product in category Clothing,30034
B000000132,Product Title 132,Books,Brand_7,140.84,2.6,52,This is a great product in category Books,80761
B000000133,Product Title 133,Clothing,Nike,231.95,1.1,58,This is a great product in category Sports,77214
B000000134,Product Title 134,Sports,Brand_10,179.94,2.8,50,This is a great product in category Books,50851
B000000135,Product Title 135,Electronics,Brand_10,97.28,4.6,53,This is a great product in category Movies,38434
B000000136,Product Title 136,Music,Brand_17,298.35,4.4,60,This is a great product in category Electronics,72591
B000000137,Product Title 137,Electronics,Brand_9,17.25,2.6,60,This is a great product in category Home,80781
B000000138,Product Title 138,Books,Brand_4,53.7,1.1,33,This is a great product in category Home,68008
B000000139,Product Title 139,Home,Google,268.4,3.5,36,This is a great product in category Sports,59893
B000000140,Product Title 140,Music,Brand_8,23.8,4.0,42,This is a great product in category Music,98302
B000000141,Product Title 141,Books,Brand_3,266.72,2.2,56,This is a great product in category Electronics,88866
B000000142,Product Title 142,Home,Brand_6,216.27,2.9,57,This is a great product in category Electronics,12282
B000000143,Product Title 143,Electronics,Samsung,16.78,5.0,57,This is a great product in category Books,14221
B000000144,Product Title 144,Books,Brand_11,132.21,3.3,49,This is a great product in category Movies,5168
B000000145,Product Title 145,Music,Brand_10,227.8,2.4,45,This is a great product in category Music,81037
B000000146,Product Title 146,Music,Brand_2,177.42,3.5,53,This is a great product in category Movies,56023
B000000147,Product Title 147,Movies,Microsoft,281.14,1.7,51,This is a great product in category Electronics,9565
B000000148,Product Title 148,Sports,Brand_5,261.08,1.8,56,This is a great product in category Music,36385
B000000149,Product Title 149,Clothing,Brand_2,103.79,4.7,46,This is a great product in category Clothing,18967
B000000150,Product Title 150,Home,Brand_10,30.87,2.0,65,This is a great product in category Home,29251
B000000151,Product Title 151,Movies,Brand_18,283.6,2.2,55,This is a great product in category Movies,19104
B000000152,Product Title 152,Clothing,Brand_12,158.07,3.2,65,This is a great product in category Clothing,69047
B000000153,Product Title 153,Clothing,Brand_18,27.86,4.6,58,This is a great product in category Movies,89400
B000000154,Product Title 154,Books,Brand_8,246.06,4.1,54,This is a great product in category Clothing,17604
B000000155,Product Title 155,Clothing,Brand_17,261.33,1.2,47,This is a great product in category Books,43553
B000000156,Product Title 156,Sports,Brand_17,193.98,3.8,56,This is a great product in category Electronics,76433
B000000157,Product Title 157,Music,Microsoft,137.56,3.0,58,This is a great product in category Books,94132
B000000158,Product Title 158,Movies,Brand_5,200.67,2.9,47,This is a great product in category Movies,93957
B000000159,Product Title 159,Clothing,Nike,213.76,3.8,43,This is a great product in category Home,17667
B000000160,Product Title 160,Books,Brand_15,268.54,1.8,65,This is a great product in category Music,16245
B000000161,Product Title 161,Sports,Brand_6,287.01,4.9,45,This is a great product in category Books,87271
B000000162,Product Title 162,Electronics,Amazon,157.2,3.6,52,This is a great product in category Movies,64707
B000000163,Product Title 163,Music,Brand_12,240.75,2.5,51,This is a great product in category Clothing,37157
B000000164,Product Title 164,Music,Sony,289.56,3.4,47,This is a great product in category Music,33313
B000000165,Product Title 165,Movies,Brand_0,50.46,1.9,52,This is a great product in category Books,97462
B000000166,Product Title 166,Music,Brand_4,11.36,3.5,73,This is a great product in category Electronics,44803
B000000167,Product Title 167,Clothing,Apple,261.47,1.1,38,This is a great product in category Books,75440
B000000168,Product Title 168,Books,Brand_4,63.4,2.4,54,This is a great product in category Electronics,27282
B000000169,Product Title 169,Music,Sony,18.48,4.0,53,This is a great product in category Music,48733
B000000170,Product Title 170,Music,Brand_14,53.06,4.2,43,This is a great product in category Music,33413
B000000171,Product Title 171,Electronics,Sony,118.92,2.0,51,This is a great product in category Clothing,64521
B000000172,Product Title 172,Electronics,Brand_5,70.45,3.2,48,This is a great product in category Electronics,5324
B000000173,Product Title 173,Home,Brand_1,95.73,3.1,51,This is a great product in category Electronics,87568
B000000174,Product Title 174,Sports,Brand_2,292.73,2.7,54,This is a great product in category Music,23218
B000000175,Product Title 175,Clothing,Amazon,213.09,1.9,45,This is a great product in category Movies,43003
B000000176,Product Title 176,Music,Samsung,215.37,3.8,50,This is a great product in category Electronics,60662
B000000177,Product Title 177,Music,Brand_10,33.83,2.0,38,This is a great product in category Music,56829
B000000178,Product Title 178,Books,Brand_4,221.23,4.6,47,This is a great product in category Music,2233
B000000179,Product Title 179,Home,Samsung,223.36,3.1,50,This is a great product in category Movies,9785
B000000180,Product Title 180,Sports,Brand_18,199.96,4.5,56,This is a great product in category Electronics,30059
B000000181,Product Title 181,Home,Brand_17,73.15,2.2,52,This is a great product in category Home,70465
B000000182,Product Title 182,Movies,Brand_1,130.36,4.2,58,This is a great product in category Sports,60095
B000000183,Product Title 183,Sports,Brand_18,254.8,1.5,55,This is a great product in category Movies,26629
B000000184,Product Title 184,Music,Apple,203.03,4.1,58,This is a great product in category Home,49558
B000000185,Product Title 185,Music,Samsung,221.42,2.5,54,This is a great product in category Books,2945
B000000186,Product Title 186,Sports,Brand_6,178.68,2.9,40,This is a great product in category Home,24751
B000000187,Product Title 187,Music,Nike,138.17,1.7,57,This is a great product in category Home,96177
B000000188,Product Title 188,Clothing,Brand_17,229.15,1.1,52,This is a great product in category Electronics,78980
B000000189,Product Title 189,Sports,Brand_11,25.96,3.7,61,This is a great product in category Books,22422
B000000190,Product Title 190,Home,Brand_5,203.9,3.4,40,This is a great product in category Books,4696
B000000191,Product Title 191,Sports,Google,299.17,3.5,47,This is a great product in category Clothing,7968
B000000192,Product Title 192,Music,Brand_4,235.37,2.0,52,This is a great product in category Electronics,41070
B000000193,Product Title 193,Clothing,Samsung,91.42,2.0,49,This is a great product in category Home,56898
B000000194,Product Title 194,Clothing,Brand_15,87.67,4.3,45,This is a great product in category Clothing,23140
B000000195,Product Title 195,Movies,Brand_15,202.15,4.0,46,This is a great product in category Clothing,46533
B000000196,Product Title 196,Home,Brand_1,269.37,2.3,51,This is a great product in category Movies,39751
B000000197,Product Title 197,Electronics,Apple,175.91,3.6,57,This is a great product in category Music,20708
B000000198,Product Title 198,Electronics,Brand_14,161.05,4.3,49,This is a great product in category Music,4840
B000000199,Product Title 199,Sports,Brand_1,53.14,4.6,48,This is a great product in category Music,33515
B000000200,Product Title 200,Movies,Brand_4,216.33,1.0,43,This is a great product in category Home,16136
B000000201,Product Title 201,Books,Brand_4,212.47,4.3,46,This is a great product in category Music,85540
B000000202,Product Title 202,Sports,Brand_7,290.27,2.4,50,This is a great product in category Books,55787
B000000203,Product Title 203,Movies,Apple,94.25,3.9,52,This is a great product in category Electronics,9484
B000000204,Product Title 204,Home,Brand_10,228.38,2.5,54,This is a great product in category Electronics,92674
B000000205,Product Title 205,Home,Brand_5,133.61,3.4,53,This is a great product in category Home,41619
B000000206,Product Title 206,Home,Brand_6,170.18,3.6,43,This is a great product in category Music,9557
B000000207,Product Title 207,Home,Sony,246.03,2.6,44,This is a great product in category Electronics,67889
B000000208,Product Title 208,Home,Brand_18,71.26,3.1,38,This is a great product in category Sports,16165
B000000209,Product Title 209,Movies,Brand_2,106.79,3.9,48,This is a great product in category Music,40628
B000000210,Product Title 210,Movies,Brand_4,233.34,2.9,48,This is a great product in category Clothing,64476
B000000211,Product Title 211,Clothing,Brand_2,173.7,1.1,52,This is a great product in category Clothing,40161
B000000212,Product Title 212,Electronics,Brand_16,33.16,1.1,46,This is a great product in category Sports,72490
B000000213,Product Title 213,Music,Brand_3,132.46,3.6,48,This is a great product in category Electronics,74503
B000000214,Product Title 214,Home,Brand_17,178.46,4.4,58,This is a great product in category Books,4906
B000000215,Product Title 215,Books,Apple,273.39,4.1,48,This is a great product in category Movies,63673
B000000216,Product Title 216,Music,Sony,61.41,2.2,50,This is a great product in category Sports,62224
B000000217,Product Title 217,Movies,Google,242.94,2.9,39,This is a great product in category Sports,97253
B000000218,Product Title 218,Books,Microsoft,44.39,1.9,43,This is a great product in category Music,50803
B000000219,Product Title 219,Books,Brand_14,77.21,5.0,59,This is a great product in category Music,36249
B000000220,Product Title 220,Books,Brand_15,77.53,2.0,57,This is a great product in category Clothing,90412
B000000221,Product Title 221,Clothing,Samsung,263.97,2.7,50,This is a great product in category Books,29952
B000000222,Product Title 222,Movies,Brand_5,64.5,3.7,45,This is a great product in category Books,90090
B000000223,Product Title 223,Books,Samsung,237.36,4.5,61,This is a great product in category Electronics,97069
B000000224,Product Title 224,Home,Brand_18,141.76,1.2,51,This is a great product in category Books,22771
B000000225,Product Title 225,Sports,Brand_17,299.72,2.2,54,This is a great product in category Electronics,4766
B000000226,Product Title 226,Books,Brand_16,252.68,3.3,40,This is a great product in category Music,53136
B000000227,Product Title 227,Clothing,Brand_13,223.46,3.5,52,This is a great product in category Music,79236
B000000228,Product Title 228,Music,Microsoft,261.98,1.3,48,This is a great product in category Home,94558
B000000229,Product Title 229,Movies,Brand_3,192.39,3.7,58,This is a great product in category Sports,80163
B000000230,Product Title 230,Clothing,Brand_18,254.02,3.1,54,This is a great product in category Movies,48638
B000000231,Product Title 231,Books,Brand_9,82.76,4.3,48,This is a great product in category Movies,99973
B000000232,Product Title 232,Movies,Brand_2,34.71,1.9,46,This is a great product in category Music,69229
B000000233,Product Title 233,Sports,Brand_4,187.07,1.8,40,This is a great product in category Sports,66894
B000000234,Product Title 234,Books,Brand_9,133.79,4.2,61,This is a great product in category Electronics,19328
B000000235,Product Title 235,Clothing,Nike,131.36,3.8,49,This is a great product in category Electronics,38313
B000000236,Product Title 236,Electronics,Apple,160.85,4.2,45,This is a great product in category Electronics,43817
B000000237,Product Title 237,Home,Brand_3,112.24,4.1,43,This is a great product in category Music,26472
B000000238,Product Title 238,Music,Google,190.05,1.4,54,This is a great product in category Sports,34588
B000000239,Product Title 239,Clothing,Apple,14.98,2.1,53,This is a great product in category Electronics,86154
B000000240,Product Title 240,Movies,Brand_18,291.14,2.0,47,This is a great product in category Sports,59510
B000000241,Product Title 241,Books,Brand_10,277.85,4.7,51,This is a great product in category Movies,25213
B000000242,Product Title 242,Home,Brand_13,280.96,2.9,51,This is a great product in category Music,66740
B000000243,Product Title 243,Books,Nike,113.3,1.4,46,This is a great product in category Sports,66930
B000000244,Product Title 244,Movies,Brand_0,162.37,2.2,54,This is a great product in category Movies,1228
B000000245,Product Title 245,Books,Brand_12,286.5,4.5,46,This is a great product in category Music,92717
B000000246,Product Title 246,Electronics,Brand_6,271.28,4.4,48,This is a great product in category Clothing,82448
B000000247,Product Title 247,Home,Brand_4,238.32,4.6,54,This is a great product in category Music,6746
B000000248,Product Title 248,Home,Brand_14,125.75,2.6,51,This is a great product in category Movies,8128
B000000249,Product Title 249,Movies,Brand_13,171.91,3.6,57,This is a great product in category Clothing,37481
B000000250,Product Title 250,Music,Brand_19,239.11,2.1,59,This is a great product in category Home,14288
B000000251,Product Title 251,Electronics,Brand_10,86.26,1.7,52,This is a great product in category Music,91793
B000000252,Product Title 252,Clothing,Brand_3,190.17,1.1,55,This is a great product in category Home,56432
B000000253,Product Title 253,Books,Brand_0,249.4,1.9,47,This is a great product in category Music,65751
B000000254,Product Title 254,Sports,Apple,213.98,3.4,58,This is a great product in category Music,96682
B000000255,Product Title 255,Books,Brand_17,146.96,4.6,49,This is a great product in category Music,51094
B000000256,Product Title 256,Books,Brand_7,177.86,1.5,40,This is a great product in category Movies,54805
B000000257,Product Title 257,Clothing,Brand_1,296.66,4.7,46,This is a great product in category Books,4834
B000000258,Product Title 258,Books,Brand_11,182.97,2.4,54,This is a great product in category Electronics,7214
B000000259,Product Title 259,Electronics,Brand_12,236.96,2.7,59,This is a great product in category Movies,11321
B000000260,Product Title 260,Electronics,Brand_0,219.61,2.5,56,This is a great product in category Movies,45829
B000000261,Product Title 261,Home,Brand_17,212.23,2.6,50,This is a great product in category Sports,79412
B000000262,Product Title 262,Movies,Brand_11,216.6,2.0,40,This is a great product in category Books,99743
B000000263,Product Title 263,Music,Sony,139.59,3.8,53,This is a great product in category Clothing,58799
B000000264,Product Title 264,Sports,Brand_3,145.39,4.0,49,This is a great product in category Sports,3203
B000000265,Product Title 265,Books,Brand_7,143.54,4.3,35,This is a great product in category Movies,15925
B000000266,Product Title 266,Books,Brand_0,15.77,2.4,46,This is a great product in category Music,80467
B000000267,Product Title 267,Clothing,Brand_11,76.86,4.1,48,This is a great product in category Books,67512
B000000268,Product Title 268,Movies,Brand_15,51.43,3.6,48,This is a great product in category Movies,19474
B000000269,Product Title 269,Electronics,Brand_19,266.6,4.8,44,This is a great product in category Clothing,20623
B000000270,Product Title 270,Sports,Brand_0,86.83,2.7,40,This is a great product in category Music,58674
B000000271,Product Title 271,Home,Brand_18,46.69,5.0,54,This is a great product in category Music,45473
B000000272,Product Title 272,Electronics,Brand_19,41.2,4.0,49,This is a great product in category Home,50716
B000000273,Product Title 273,Movies,Brand_11,211.79,4.1,55,This is a great product in category Electronics,93297
B000000274,Product Title 274,Music,Brand_10,7.78,1.1,61,This is a great product in category Music,60232
B000000275,Product Title 275,Home,Brand_2,144.55,3.0,53,This is a great product in category Electronics,5608
B000000276,Product Title 276,Music,Google,40.94,3.1,53,This is a great product in category Books,42747
B000000277,Product Title 277,Clothing,Brand_1,255.79,1.2,48,This is a great product in category Clothing,33886
B000000278,Product Title 278,Clothing,Amazon,287.77,2.2,52,This is a great product in category Books,56321
B000000279,Product Title 279,Books,Brand_11,287.86,4.8,54,This is a great product in category Clothing,77495
B000000280,Product Title 280,Music,Sony,135.93,2.7,71,This is a great product in category Clothing,73530
B000000281,Product Title 281,Movies,Brand_11,195.48,1.7,47,This is a great product in category Music,40398
B000000282,Product Title 282,Sports,Amazon,182.3,3.1,52,This is a great product in category Electronics,93333
B000000283,Product Title 283,Home,Brand_7,108.9,1.1,55,This is a great product in category Home,69176
B000000284,Product Title 284,Electronics,Brand_8,136.54,3.1,48,This is a great product in category Home,32326
B000000285,Product Title 285,Movies,Brand_15,24.9,3.4,38,This is a great product in category Sports,98382
B000000286,Product Title 286,Movies,Google,239.93,2.4,53,This is a great product in category Music,41607
B000000287,Product Title 287,Clothing,Brand_18,76.79,4.1,37,This is a great product in category Clothing,66639
B000000288,Product Title 288,Music,Brand_4,141.39,1.5,35,This is a great product in category Electronics,23484
B000000289,Product Title 289,Books,Brand_0,147.29,4.5,70,This is a great product in category Clothing,93872
B000000290,Product Title 290,Books,Sony,170.84,4.8,55,This is a great product in category Movies,31754
B000000291,Product Title 291,Home,Brand_2,246.45,1.0,48,This is a great product in category Music,14377
B000000292,Product Title 292,Clothing,Brand_13,209.4,4.4,49,This is a great product in category Sports,42899
B000000293,Product Title 293,Movies,Sony,200.93,3.0,56,This is a great product in category Movies,5000
B000000294,Product Title 294,Sports,Brand_9,160.85,2.8,61,This is a great product in category Electronics,90526
B000000295,Product Title 295,Clothing,Brand_18,34.2,2.0,48,This is a great product in category Clothing,61035
B000000296,Product Title 296,Home,Sony,124.18,2.8,52,This is a great product in category Home,58020
B000000297,Product Title 297,Home,Brand_14,287.44,4.8,42,This is a great product in category Home,11442
B000000298,Product Title 298,Clothing,Brand_7,298.68,1.8,53,This is a great product in category Sports,75858
B000000299,Product Title 299,Home,Brand_5,220.76,1.7,53,This is a great product in category Music,1410
B000000300,Product Title 300,Clothing,Amazon,72.88,2.0,48,This is a great product in category Movies,26286
B000000301,Product Title 301,Electronics,Brand_3,35.95,3.2,53,This is a great product in category Home,8525
B000000302,Product Title 302,Clothing,Brand_15,127.93,4.7,45,This is a great product in category Clothing,18728
B000000303,Product Title 303,Music,Amazon,257.82,3.3,43,This is a great product in category Sports,90553
B000000304,Product Title 304,Clothing,Brand_3,218.22,2.0,50,This is a great product in category Movies,88843
B000000305,Product Title 305,Home,Brand_10,265.85,2.8,43,This is a great product in category Books,97910
B000000306,Product Title 306,Music,Brand_10,187.03,2.6,41,This is a great product in category Sports,61935
B000000307,Product Title 307,Home,Brand_13,44.31,1.2,51,This is a great product in category Home,25105
B000000308,Product Title 308,Books,Brand_18,39.74,3.0,32,This is a great product in category Electronics,22091
